Start,Duration,Text
1313.58,4.86,selfish I was and how I didn't consider
1315.86,4.5,other kids and I feel like for a lot of
1318.44,3.719,high-masking autistic people we become
1320.36,4.199,over accommodating I feel like we even
1322.159,4.14,take ourselves out of the equation we
1324.559,3.421,only bring ourselves back in when we
1326.299,3.901,have to scrutinize ourselves and fix
1327.98,3.84,ourselves it's really sad if you think
1330.2,3.839,about it you have to think to yourself
1331.82,4.14,is there a way to be self-aware is there
1334.039,4.52,a way to consider other people without
1335.96,5.699,completely putting yourself down and
1338.559,5.321,de-centering yourself from your own life
1341.659,4.081,I think a great way to try to approach
1343.88,5.7,this is to always check in with yourself
1345.74,6.72,and see how you feel about things and do
1349.58,5.76,what feels right to you as long as you
1352.46,5.4,feel right with your intentions as long
1355.34,5.28,as you feel good about how you want to
1357.86,4.799,translate that to another person there
1360.62,4.559,comes a time where you just have to lay
1362.659,4.38,that to rest yes if there's something
1365.179,4.38,you said or did that doesn't sit right
1367.039,5.221,with you and upon analyzing it you're
1369.559,4.98,like oh next time I want to change it
1372.26,6.6,by all means go through that processing
1374.539,6.541,and apply it but if you start to go into
1378.86,4.98,all these scenarios of trying to
1381.08,5.459,interpret how others are perceiving you
1383.84,4.02,in all of these different unspoken
1386.539,2.941,scenarios
1387.86,3.54,that is when things start to get
1389.48,3.78,unhealthy because you're no longer
1391.4,3.72,thinking about things from your own mind
1393.26,4.5,you're trying to almost put your mind
1395.12,6.179,into their body which is just impossible
1397.76,6.0,right and perceive you from all these
1401.299,4.921,different scenarios that all may not be
1403.76,4.62,true right it's just all of these
1406.22,4.319,negative perceptions of yourself being
1408.38,4.94,played out and projected onto this other
1410.539,4.861,person I want you guys to get used to
1413.32,5.02,understanding that all you have control
1415.4,5.94,over is yourself what you do with your
1418.34,5.04,life and your actions if you could feel
1421.34,5.1,good about what you did and what you
1423.38,6.24,said and how you carry yourself then
1426.44,4.68,that is all you can really do if someone
1429.62,4.02,has an issue with you if someone
1431.12,4.98,misinterpreted you it is their job to
1433.64,5.58,come to you and talk about it with you
1436.1,5.459,sort it out with you and for you to then
1439.22,5.4,clarify to them that wasn't my intention
1441.559,5.341,I'm sorry I made you feel that way this
1444.62,4.2,is what my actual intention was of
1446.9,4.38,course there's ways that you can open
1448.82,4.32,things up and open up that conversation
1451.28,4.92,to allow that person to feel more
1453.14,4.98,comfortable to come to you you know if
1456.2,3.9,you feel like maybe there is some sort
1458.12,4.559,of tension there you could say hey are
1460.1,4.38,we okay I know sometimes I could come
1462.679,4.321,across a certain way just wanted to
1464.48,4.5,check in and see if there's any sort of
1467.0,4.98,thing that bothered you and we could
1468.98,4.5,clear the air in that sense there are
1471.98,3.54,totally ways where you can open up that
1473.48,5.22,door for them right if they aren't
1475.52,5.7,comfortable confronting you directly
1478.7,4.62,but if they continually say there's
1481.22,4.14,nothing wrong if they continually don't
1483.32,4.92,bring anything up to you
1485.36,4.92,it's not your job to try to figure out
1488.24,3.84,what is wrong it is not your
1490.28,3.96,responsibility to take care of their
1492.08,4.44,perception of you their interpretation
1494.24,4.62,of you it is not your job to carry the
1496.52,4.92,weight of their emotion right it only
1498.86,4.439,becomes part of your job when they bring
1501.44,4.44,it to you and as someone who loves them
1503.299,5.341,and cares about them you are in there
1505.88,4.62,holding that emotion with them and
1508.64,4.14,figuring it out together and navigating
1510.5,5.22,those emotions together but it should
1512.78,5.519,never be something that solely lands in
1515.72,5.52,your lap and is your job so let me ask
1518.299,5.821,you guys do you guys analyze your social
1521.24,5.58,interactions after the fact and how is
1524.12,5.34,that process for you is it just a very
1526.82,4.5,objective experience or do you guys find
1529.46,4.38,yourself beating yourselves up during
1531.32,5.16,that processing and also does it feel
1533.84,5.88,like physically exhausting to you when
1536.48,5.16,you do analyze your interactions after
1539.72,4.439,the fact because I know for myself I
1541.64,4.56,used to get physically exhausted when I
1544.159,4.62,would just lay there and think about all
1546.2,5.28,of the social cues I missed or all of
1548.779,5.101,the ways that I responded poorly because
1551.48,3.66,it could have been misinterpreted in a
1553.88,3.659,certain way
1555.14,4.139,I used to just sit there and literally
1557.539,4.26,beat myself up and get physically
1559.279,5.041,drained from that whole process and I
1561.799,5.221,want you guys to also write how can you
1564.32,4.859,start to be easier on yourselves in this
1567.02,4.32,processing from here on out what are
1569.179,5.521,ways you can start to integrate empathy
1571.34,4.98,and re-center yourself in that process
1574.7,3.66,other than that thank you guys for
1576.32,4.02,tuning in with me this week I will see
1578.36,5.84,you on next week's video don't forget to
1580.34,3.86,take care of yourselves bye guys
1596.559,3.061,thank you
Start,Duration,Text
0.04,3.399,so there's sometimes this idea that
1.52,3.56,people who don't look autistic people
3.439,3.721,who don't like outwardly appear to be
5.08,4.32,struggling to every single person they
7.16,4.519,meet all of the time those people
9.4,3.92,shouldn't use the label autistic that
11.679,4.12,they're taking something away from
13.32,4.92,people who are really autistic but we
15.799,4.681,know that masking exists masking or
18.24,4.56,camouflaging being hiding autistic
20.48,4.28,traits to avoid the stigmatization and
22.8,4.28,discrimination you might face if you
24.76,4.4,speak or act differently to societal
27.08,3.599,expectations I have a video about four
29.16,3.279,different types of atis masking that I
30.679,4.321,posted recently I'll leave linked here
32.439,4.761,the dsm5 diagnostic criteria for autism
35.0,4.36,acknowledges that autistic traits might
37.2,4.28,be masked by learn strategies in later
39.36,5.44,life and masking has been spoken about
41.48,5.04,since at least the 1990s in 1999 the
44.8,3.72,book pretending to be normal was
46.52,4.24,published but people will often try and
48.52,4.559,judge how autistic someone is based on
50.76,4.2,what they externalize and some autistic
53.079,3.681,people who are diagnosed as children are
54.96,3.68,actually told they've outgrown the
56.76,3.2,diagnosis that they've recovered because
58.64,2.8,their autistic traits are no longer
59.96,3.16,longer as obvious as they were when they
61.44,3.64,were a child we can't tell that you're
63.12,3.48,different anymore you must be fine so
65.08,3.76,today I'm going to go through four
66.6,4.76,reasons why autistic masking is a big
68.84,4.16,deal actually why not externalizing your
71.36,3.72,autistic traits doesn't just mean you're
73.0,4.28,fine now and how it can actually be
75.08,4.28,dangerous for artistic people to mask a
77.28,4.08,lot number one it's well documented that
79.36,3.68,masking can be pretty DN terrible for
81.36,3.52,autistic people's mental health in a
83.04,3.8,number of ways let's talk about a few of
84.88,3.879,them first of all anxiety is a big one
86.84,3.76,and in my video not stemming is more
88.759,3.521,dangerous than you think I focused on a
90.6,3.44,study that found that autistic children
92.28,3.56,who stim less so stemming being
94.04,3.68,self-stimulatory behaviors some of the
95.84,4.0,more stereotypical ones associated with
97.72,3.84,autism are hand flapping and rocking
99.84,3.48,children who did less of that as they
101.56,3.919,got older the study followed them as
103.32,4.159,they grew up they were more anxious than
105.479,4.521,the children who did the same amount of
107.479,4.68,rocking and flapping or the children who
110.0,3.96,increased the researchers didn't expect
112.159,3.88,that result they kind of thought well
113.96,4.04,the less autistic symptoms somebody has
116.039,4.241,the less obviously autistic a person
118.0,4.079,seems the happier they'll be that wasn't
120.28,3.36,how it worked out if you're autistic you
122.079,3.161,probably agree that stemming can be
123.64,3.68,super relaxing it can help you to
125.24,4.079,process your sensory environment it can
127.32,4.84,even bring you like pure joy and
129.319,4.56,Euphoria I don't personally suppress
132.16,3.56,stemming because there's anything wrong
133.879,3.08,with the act of stemming I suppress
135.72,2.879,stimming because I don't want other
136.959,3.241,people to think I'm weird and I don't
138.599,3.92,want other people to comment on what I'm
140.2,4.039,doing who knows how I'd move my body in
142.519,3.36,a completely accepting world I was
144.239,3.321,thinking about that the other day what
145.879,3.481,would I be doing with myself I don't
147.56,4.319,know about you but it makes sense to me
149.36,5.239,that asking would be kind of anxiety
151.879,6.36,inducing social situations to me feel
154.599,5.481,kind of fragmented scrambled chaotic the
158.239,4.161,kind of words I'd probably use to
160.08,4.64,describe it there's so much to kind of
162.4,4.839,Monitor and overthink and there's an
164.72,4.439,onslaught of information coming at you
167.239,3.841,one theme that came up in this 2019
169.159,3.881,study in which autistic people spoke
171.08,3.879,about their experiences with masking was
173.04,3.279,that it's cognitively taxing and yeah
174.959,2.801,when you're interacting with somebody if
176.319,2.721,they're talking to you you're thinking
177.76,2.68,about what they're saying but you're
179.04,2.88,also kind of thinking about what you're
180.44,3.4,going to say next and then you're also
181.92,3.319,thinking about when to speak when to
183.84,2.84,interject you don't want an awkward
185.239,3.041,silence but you also don't want to talk
186.68,4.08,over them because that's rude you're
188.28,4.64,thinking about your body language facial
190.76,4.16,expression eye contact you're thinking
192.92,3.959,about their body language their facial
194.92,3.84,expression their eye contact and then
196.879,3.801,you've got the whole sensory World
198.76,3.72,churning around you you know which might
200.68,3.32,be distracting and tone as well you got
202.48,3.56,to think about your tone their tone
204.0,4.48,everybody's tone one man described
206.04,3.919,masking as like a foreign language even
208.48,3.8,though one might have adopted it to a
209.959,3.441,good extent it is never native he said
212.28,3.0,and I think that's such a good
213.4,3.6,description because yeah while you can
215.28,4.039,get better at masking over time I
217.0,5.879,definitely improved my masking skills as
219.319,5.0,I've got older it still doesn't flow and
222.879,3.881,there are times that are better than
224.319,4.64,others but it's not easy and it doesn't
226.76,4.839,always stop when you go home after a
228.959,5.401,period of socializing I tend to just go
231.599,5.321,over it again and again I replay moments
234.36,5.159,from it I cringe and I make like audible
236.92,4.48,noises like I think about how I could
239.519,3.64,have done things better sometimes I even
241.4,4.08,write down notes for improvement it
243.159,3.961,doesn't go out of my head and it often
245.48,4.16,when I'm weighing up whether to go out
247.12,5.199,and do a social thing I have to think do
249.64,4.599,I have the energy to do the actual thing
252.319,3.12,and then also kind of deal with with the
254.239,2.921,aftermath this is a thing that
255.439,3.721,nonautistic people can do as well I
257.16,4.16,think it's a social anxiety thing but
259.16,4.24,yeah masking can increase social anxiety
261.32,3.72,for autistic people for sure masking the
263.4,4.48,fact that you're autistic can lead to
265.04,5.92,depression too unfortunately a 2021
267.88,5.159,study found that people scoring 125 and
270.96,3.92,above on the cat Q which is like a
273.039,2.921,little masking test that you can do I've
274.88,2.4,done it before in a video I'll leave
275.96,3.04,that link if you want to do it along
277.28,4.04,with me it's a questionnaire developed
279.0,4.84,to measure autistic masking basically
281.32,4.76,and yeah individuals scoring 125 and
283.84,4.16,above showed the greatest increase in
286.08,3.399,relative risk for generalized anxiety
288.0,3.0,and depression as well and I'll leave a
289.479,3.681,trigger warning here in case you want to
291.0,4.12,skip to the next chapter but there is
293.16,3.84,unfortunately a connection there as well
295.12,3.799,autistic people in general are already
297.0,4.08,more likely to experience suicidal
298.919,4.12,ideation and they are more likely to
301.08,5.52,take their own lives one study found
303.039,6.361,that 3.9% of the autistic participants
306.6,5.24,had had a attempt at ending their own
309.4,4.44,lives compared to 0.7% of the
311.84,3.84,non-autistic participants so quite a big
313.84,3.84,difference there these kind of stats are
315.68,4.04,one of the reasons why I find it so
317.68,4.799,upsetting when people try and gatekeep
319.72,4.319,autism or try and undermine how autistic
322.479,4.601,somebody is I just find that one of the
324.039,4.961,most stupid unproductive discussions
327.08,4.119,just because on a surface level somebody
329.0,4.08,seems to have good communication skills
331.199,3.84,and be able to make eye contact that
333.08,4.2,doesn't mean that everything is magical
335.039,4.201,for them yes not all autistic people
337.28,3.759,require full-time care autistic people
339.24,3.6,can have different levels of support
341.039,3.801,needs but that doesn't mean we don't
342.84,3.96,face other risks as a result of our
344.84,3.52,brains being wired differently so yes
346.8,3.28,compensation which is kind of another
348.36,4.2,word that's used for masking sometimes
350.08,4.679,in the research has been found to be a
352.56,4.479,risk marker for autistic people taking
354.759,4.761,their own lives alongside unmet support
357.039,4.241,needs as well so yes all autistic people
359.52,3.6,really do deserve a diagnosis and it
361.28,3.6,would be really wonderful if there was
363.12,3.56,more post- diagnosis support I
364.88,4.159,personally started to have thoughts
366.68,4.12,about wanting to you know not be here
369.039,3.961,anymore probably when I was about 7
370.8,3.959,years old which seems like crazily
373.0,3.52,ridiculously young but I think that's
374.759,3.761,not an uncommon experience for is I
376.52,3.48,think a lot of autistic children do deal
378.52,2.92,with mental health difficulties I mean
380.0,3.479,most autistic children are being forced
381.44,3.599,to go into school every day into a very
383.479,3.84,uncomfortable environment speaking of my
385.039,3.44,school experience burnout is also
387.319,2.72,another mental health issue that
388.479,3.201,autistic people can face as a result of
390.039,3.081,masking autistic burnout is kind of
391.68,3.72,something that can happen if we
393.12,4.0,continuously ignore our own needs and
395.4,3.68,our own boundaries if you're in like a
397.12,3.6,stress response for a very long period
399.08,3.519,of time and it can look a lot like
400.72,3.96,depression you can struggle to do
402.599,4.6,anything basically the national autistic
404.68,4.4,Society list masking as a life stressor
407.199,4.361,which can lead to burnout I experienced
409.08,4.04,autistic burnout in my late teens I have
411.56,4.079,a whole video about it but it was very
413.12,4.12,connected to the very intense masking I
415.639,3.56,was doing at that period of time I was
417.24,4.079,like trying to be an extrovert every day
419.199,3.641,and it basically felt like my nervous
421.319,3.481,system had been put through a paper
422.84,4.039,shredder I kind of just lost my ability
424.8,3.64,to function I had to drop out of six
426.879,3.361,form College despite the fact that I've
428.44,3.84,been predicted good grades and it took
430.24,3.92,me 3 years to feel fully recovered from
432.28,4.039,it as well so once again just because
434.16,3.68,somebody seems fine on the surface as I
436.319,3.481,probably did to my teachers who just
437.84,3.4,thought Oh yay she's doing really well
439.8,3.64,it doesn't mean that somebody isn't
441.24,4.079,reaching a crisis Point Dr Hannah Louise
443.44,3.84,Bel has this flow shot that kind of
445.319,3.28,shows the cycle of masking and how it
447.28,3.12,could lead to burnout which I really
448.599,3.801,like her experience is quite similar to
450.4,4.639,mine she had to drop out of going to
452.4,4.96,Conventional school when she was 14 so
455.039,4.041,it starts with I want people to like me
457.36,3.76,and I want to fit in I have to do what
459.08,3.88,they expect of Me by masking I can't
461.12,4.6,look after myself and meet my own needs
462.96,4.919,too I burn out and go into crisis and
465.72,3.879,then I withdraw from others and then the
467.879,3.841,cycle starts again because you come back
469.599,3.641,to I want people to like me and I want
471.72,3.039,to fit in because you know once you've
473.24,3.079,kind of isolated yourself you're not
474.759,3.12,really fitting in anymore you've kind of
476.319,3.44,shown yourself to be a bit strange at
477.879,4.16,that point so then you have to restart
479.759,4.361,the cycle again like when I left College
482.039,3.6,I absolutely lost friends and I had one
484.12,4.12,friend who had kind of a little bit more
485.639,4.601,of an insight into how I'd been feeling
488.24,4.04,and she was just like noping out of
490.24,3.359,there she was like mm I don't know
492.28,3.08,what's going on with her but I don't
493.599,3.32,want to have anything to do with it so
495.36,3.2,that was kind of the end of that I think
496.919,3.321,monot tropism which I talk about all the
498.56,3.28,time it's a theory of autism I'll leave
500.24,3.679,my video about it linked but it's kind
501.84,3.88,of this idea that autistic people like
503.919,3.601,to focus their attention resources we
505.72,4.159,all have limited attention resources but
507.52,4.959,autistic Minds really like to Focus
509.879,4.361,those attention resources on few things
512.479,3.8,but at a high intensity that is kind of
514.24,3.919,our natural state to be in and so we're
516.279,3.56,monotropic nonautistic people are more
518.159,3.961,polytropic and they distribute their
519.839,4.241,attention more evenly and when you're
522.12,4.279,masking you're performing something that
524.08,5.0,has been called the monotropic split
526.399,4.721,splitting this monotropic attention in a
529.08,3.52,way that's unnatural and uncomfortable
531.12,3.2,and distressing for you like when I
532.6,2.919,described how socializing can be all
534.32,3.759,these different things you've got to
535.519,4.0,focus on many people say that masking is
538.079,3.481,one of the hardest parts of about being
539.519,5.601,autistic and I think that's why it's
541.56,5.12,just extremely unnatural and unintuitive
545.12,3.52,number two the second danger
546.68,4.04,unfortunately masking can also be a
548.64,3.439,safety risk for autistic people in my
550.72,3.52,video on the four different types of
552.079,4.241,masking I focused on foring and people
554.24,4.4,pleasing foring is a threat response you
556.32,4.12,try and be nice and agreeable to
558.64,3.439,whatever is threatening you to kind of
560.44,3.56,make the threat go away a lot of
562.079,4.121,autistic people do it and you can maybe
564.0,3.6,see how this people pleasing would make
566.2,3.199,you vulnerable to people who have
567.6,3.6,ulterior motives particularly as
569.399,3.961,autistic people can be more literal it
571.2,4.319,can make us kind of naive we can assume
573.36,3.8,people mean what they say it can be
575.519,3.401,really difficult for me personally to
577.16,3.4,comprehend that somebody could be lying
578.92,3.44,to me and I find that idea very
580.56,3.2,distressing so autistic people are more
582.36,3.719,likely to experience something called
583.76,3.639,mate crime I certainly know of autistic
586.079,3.32,people who've experienced it I've had
587.399,3.321,instances in my family where people have
589.399,3.521,trusted the wrong people with their
590.72,3.84,money and ended up in bad situations
592.92,3.68,make crime is kind of used instead of
594.56,4.56,hate crime to describe instances where
596.6,4.6,people will Target people who are
599.12,3.64,vulnerable due to their disabilities
601.2,2.8,they often Target people with learning
602.76,3.16,disabilities or intellectual
604.0,3.64,disabilities and also autistic people
605.92,3.919,and then kind of befriend them and then
607.64,4.08,steal from them or manipulate them into
609.839,3.881,doing things for them you can kind of
611.72,4.44,see how somebody who masks a lot
613.72,4.359,somebody who is desperate to be accepted
616.16,4.119,and to be approved of by the people
618.079,4.32,around them and who has learned to make
620.279,4.441,people like them by smiling and being
622.399,4.521,agreeable how somebody could end up in
624.72,3.88,this sort of situation and the difficult
626.92,3.44,thing with autistic people particularly
628.6,3.96,with autistic people who don't look
630.36,3.4,autistic who seem to be quite socially
632.56,3.44,competent because they're good at
633.76,3.879,masking that can kind of hide the fact
636.0,3.72,that they do have a disability that
637.639,4.081,affects their ability to socialize so
639.72,4.239,the people around them might assume they
641.72,4.0,don't need any support in that area and
643.959,3.0,not you know be looking out for them
645.72,3.88,this is a quote from one study that I
646.959,4.641,read recently one participant identified
649.6,3.64,being taken advantage of by a friend in
651.6,3.12,quotation marks I was really close
653.24,3.08,friends with a girl but my dad pointed
654.72,3.28,out that I kept doing things for her but
656.32,3.6,I didn't see it like we'd go for lunch
658.0,4.519,and I'd pay and she she wouldn't pay and
659.92,4.599,I see people on autism Facebook groups
662.519,3.721,and stuff all the time clearly being
664.519,3.161,taken advantage of and kind of asking
666.24,3.64,like am I in the wrong here and it's
667.68,3.92,like a terrible situation like their
669.88,3.44,neighbors are constantly dropping their
671.6,3.6,kids around for free child care and
673.32,3.56,they're like is this normal is this okay
675.2,3.6,am I overreacting by thinking this is
676.88,3.639,weird and the autistic person feeling
678.8,3.68,like maybe they're somehow in the wrong
680.519,3.56,for feeling like uncomfortable with the
682.48,3.479,situation and doubting their own
684.079,3.56,discomfort if you are worried about mate
685.959,3.68,crime I'll leave a link down below to a
687.639,4.121,page on ambitious about or ISM which
689.639,3.921,contains some advice autistic people are
691.76,3.56,also sadly more likely to find
693.56,3.64,themselves in abusive relationships or
695.32,3.72,to be abused by loved ones I think
697.2,3.879,unfortunately it makes a lot of sense
699.04,4.56,for a population of people who have kind
701.079,5.2,of been taught been trained by Society
703.6,4.799,to ignore their own needs and to ignore
706.279,3.601,signals from their own body particularly
708.399,3.201,if they've been masking a lot and
709.88,3.56,internalizing a lot for example if you
711.6,3.44,dealt with sensory issues as you were
713.44,3.24,growing up particularly if you were
715.04,3.919,undiagnosed which a lot of people who
716.68,4.2,mask a lot did go undiagnosed until
718.959,3.601,later in life if you complained about a
720.88,3.519,sensory issue you might have been told
722.56,4.079,you were overreacting that you were too
724.399,3.88,sensitive that your experience was just
726.639,3.801,wrong and then that isn't how it is for
728.279,3.56,everyone else it's just you I think over
730.44,2.759,time we can just give up listening to
731.839,2.921,ourselves and listening to our own
733.199,3.44,bodies and listening to our intuition
734.76,3.68,and just feel like oh I'm wrong that's
736.639,3.921,obviously just a me thing cuz nobody
738.44,3.959,else seems to be complaining this sort
740.56,3.399,of theme of like doubting yourself
742.399,4.161,unfortunately came up quite a lot in
743.959,4.56,this 2023 study that I read on abuse and
746.56,3.639,victimization in autistic people I
748.519,3.361,thought I is misinterpreting myself
750.199,3.521,they're saying this is enjoyable and
751.88,4.079,this is fun but I'm not liking it in
753.72,3.64,general any kind of social situation I
755.959,3.161,always get things wrong and then there
757.36,3.839,was also I grew up being told I was
759.12,4.32,wrong too sensitive too serious not
761.199,4.32,ladylike etc for a long time I wasn't
763.44,4.079,even sure who I was you might think oh
765.519,3.56,yeah well I suppose I am usually the one
767.519,3.601,that's in the wrong and others are
769.079,4.481,usually right so therefore my abuser
771.12,4.8,must be right even when that's not true
773.56,4.92,because many autistic people don't fully
775.92,4.96,understand societal Norms if an abusive
778.48,4.08,person senses that they may be able to
780.88,3.519,Gaslight you and tell you certain things
782.56,3.8,are like perfectly fine and normal
784.399,3.56,everybody does this masking could also
786.36,2.839,lead to risky situations because
787.959,3.24,autistic people might kind of
789.199,4.44,accidentally send out the wrong signals
791.199,4.161,to people for example maybe you smile a
793.639,3.041,lot these days because you were told in
795.36,2.839,the past when you were growing up that
796.68,2.8,your facial expression was too flat and
798.199,3.0,you looked bored all the time or it
799.48,3.08,looked kind of hostile so you know you
801.199,2.961,go over the top with your facial
802.56,3.68,expressions now you could end up
804.16,3.919,overcompensating and smile too much at
806.24,4.159,the wrong person and then they could get
808.079,4.481,the wrong idea could be interpreted as
810.399,3.841,some sort of invitation they might get
812.56,3.519,some sexual ideas in their head or
814.24,3.64,something like that I've often mentioned
816.079,3.601,how there was somebody in my college who
817.88,3.92,just randomly started tickling me and I
819.68,3.44,have no idea why I didn't ask for that
821.8,3.719,but it can be really hard when you're
823.12,4.48,used to just being polite to people as a
825.519,3.88,way to gain social approval my mask when
827.6,4.84,I was a young child was just being the
829.399,4.721,shy but Smiley kind of sweet girl and
832.44,3.519,then when I went to do work experience
834.12,3.44,when I was about 15 sometimes people in
835.959,3.56,the UK in high school will do like a
837.56,3.12,week of work exper experience I kept
839.519,2.601,having to go in and ask them if they
840.68,2.56,wanted te or coffee which was really
842.12,2.92,awkward because they were in the middle
843.24,4.399,of a meeting and they were all talking
845.04,5.2,and I was in the center of a busy City I
847.639,4.801,was followed several times and then I
850.24,4.8,had like men stopping to talk to me I
852.44,4.519,was 15 and I looked younger than I was
855.04,4.4,like what are you doing it was just so
856.959,4.44,hard for me to just not be polite even
859.44,4.48,though I was very uncomfortable but I
861.399,3.88,was like no no I have a boyfriend I
863.92,3.32,don't want to come and have a drink with
865.279,3.56,you I'm actually just you know trying to
867.24,3.959,find the post office I'm working
868.839,4.24,experience it's just so ingrained to be
871.199,3.721,nice to people can be really hard to
873.079,3.32,switch that off cuz there are times
874.92,3.52,where you don't want to be nice to
876.399,3.521,people and where being too nice can kind
878.44,3.56,of get you in trouble and this is
879.92,5.32,obviously not an autistic person's fault
882.0,4.92,none of this no abuse is ever your fault
885.24,3.36,and sometimes you know you do just cross
886.92,3.359,PA pass with the wrong person autistic
888.6,4.2,women who are sometimes shown in some
890.279,4.8,studies to mask more than autistic men
892.8,4.68,I've read 80% and then I've also read
895.079,4.56,nine out of 10 have been subjected to
897.48,3.919,some sort of you know domestic or sexual
899.639,3.601,abuse and when you think about the fact
901.399,3.761,that the main therapy for autistic
903.24,3.76,people who are kind of diagnosed earlier
905.16,4.16,in life the gold standard is kind of
907.0,4.92,still ABA therapy which has a big
909.32,4.04,emphasis on compliance it's no wonder
911.92,3.039,that autistic people might feel like
913.36,3.52,they just can't say know that they don't
914.959,3.721,have the right to say no in certain
916.88,4.319,scenarios and obviously this is not as
918.68,3.68,serious as any sort of abuse but I often
921.199,4.161,particularly when I first started my
922.36,5.08,videography business I did end up in bad
925.36,4.24,situations with clients because they'd
927.44,4.04,got me on the phone and cuz I'm so like
929.6,3.679,conscious of masking and coming across
931.48,3.839,well on the phone I'd agreed to things
933.279,4.081,agreed to prices that were just not
935.319,4.121,suitable at one point I literally ended
937.36,5.36,up filming four events and I ended up
939.44,6.12,with profits of £25 from filming four
942.72,5.039,different long events like how how does
945.56,4.0,that happen I just find that when I'm in
947.759,3.121,this masking state it feels very like
949.56,2.88,kind of a survival response that
950.88,3.68,switches on it's not entirely in my
952.44,4.199,control I can just try and say the
954.56,4.04,nicest thing possible or I can be in
956.639,3.361,mode of like I want people to like me
958.6,2.88,I'm going to say whatever is going to
960.0,3.079,make them like me and I don't really
961.48,3.2,entirely think things through and things
963.079,3.44,just like BL out of my mouth and I just
964.68,3.44,feel the silences you're allowed to slow
966.519,2.841,down you're allowed to have pauses and
968.12,2.639,you're allowed to say I need some more
969.36,3.68,time to think about that no matter what
970.759,3.801,it is unless you know it's really the
973.04,3.239,life or death decision that has to be
974.56,3.48,made and that's but second but most
976.279,3.68,things you're allowed time to think
978.04,3.719,about it and to maybe go away in a
979.959,4.041,private space number three another
981.759,4.361,danger of masking is losing your sense
984.0,3.88,of self masking can literally feel like
986.12,3.959,going out every day and playing a
987.88,3.959,character and performing a script and if
990.079,3.44,people want to like you and be your
991.839,3.881,friend well then yay that's great I
993.519,4.921,guess the maskings worked but it's not
995.72,4.52,really you so are they really friends
998.44,3.56,with you you know if you start masking
1000.24,3.279,around someone chances are unless you
1002.0,3.12,get super close with them you're going
1003.519,3.32,to feel like you need to mask around
1005.12,3.48,them all the time the people who I was
1006.839,3.881,friends with at school I didn't see that
1008.6,4.239,often outside of school sometimes I
1010.72,3.799,would but I would find it kind of
1012.839,3.401,exhausting to see those people outside
1014.519,3.601,of school and now I recognize well they
1016.24,3.32,were kind of connected to my mask self
1018.12,3.36,my school School self so I felt like I
1019.56,3.92,had to continue that and it didn't feel
1021.48,4.16,the same as when I saw the people who I
1023.48,4.24,knew solely outside of school who didn't
1025.64,4.12,know the masked me who I spent time with
1027.72,3.68,one-on-one who got to know the real me a
1029.76,3.559,little bit more so like I had a close
1031.4,3.559,friend that I made at ballet my mom
1033.319,3.561,helped me make friends with her and my
1034.959,3.441,cousins my my younger cousins were who I
1036.88,3.919,spent most of my time with outside of
1038.4,4.48,school did feel like School self and
1040.799,3.481,home self were two very different people
1042.88,3.12,and even when I went to my dad's house
1044.28,3.519,every second weekend it was more like
1046.0,3.16,School self that went to my dad's house
1047.799,3.441,every second week weekend there's a
1049.16,4.04,study where moms of autistic girls were
1051.24,3.439,asked about their children's masking she
1053.2,3.12,was like Jackel and Hyde because she
1054.679,3.561,would be lovely and excited and the
1056.32,3.64,minute we got home it was just awful and
1058.24,3.6,then she would scream and then she would
1059.96,4.04,sleep which I thought was great but now
1061.84,3.959,I realize how exhausted she must be I
1064.0,3.64,don't know about you but my close family
1065.799,3.561,also used this kind of Jackal andh High
1067.64,3.64,comparison for me for sure when I was
1069.36,3.92,younger really affected my self-esteem
1071.28,4.519,at the time because I had no idea why it
1073.28,4.279,was happening why am I such a bad person
1075.799,3.561,when I'm at home compared to you know
1077.559,3.961,how nice I am when I'm at school I'm
1079.36,4.08,such a nice person at school having this
1081.52,4.12,kind of fragmented identity doesn't feel
1083.44,3.96,great and I think this can be one of the
1085.64,3.56,major reasons for the depression that I
1087.4,3.56,spoke about in the first point I think
1089.2,3.599,masking can make social interactions
1090.96,3.88,even and maybe especially when they're
1092.799,3.641,going really well feel really lonely
1094.84,3.36,because nobody really knows you and it
1096.44,3.44,feels like it's impossible for them to
1098.2,3.16,ever really know you particularly once
1099.88,3.24,you've already kind of committed to
1101.36,3.439,masking around them it's very difficult
1103.12,3.76,to then dismantle that in the book
1104.799,4.12,autism and masking one autistic person
1106.88,3.679,speaks about how masking them to a
1108.919,3.561,mental health breakdown and being
1110.559,4.12,admitted to a mental health unit they
1112.48,4.36,said I saw no way of living as the real
1114.679,4.041,me I knew difference wasn't good and I
1116.84,3.36,was so scared of not fitting in with
1118.72,4.16,masking there's kind of always this
1120.2,5.24,hovering risk of being ostracized if you
1122.88,4.36,don't mask or if you kind of slip up but
1125.44,3.2,then if you do mask I've seen it
1127.24,3.6,described as kind of a self
1128.64,3.96,ostracization you're saying I'm not good
1130.84,3.6,enough who I am is not good enough my
1132.6,3.959,true self is not fit for human
1134.44,3.56,consumption it's not a great feeling I
1136.559,3.6,think I've personally struggled even
1138.0,4.24,more with this identity stuff post
1140.159,3.88,diagnosis sadly and maybe it's just
1142.24,2.919,something that I'm going to kind of get
1144.039,3.081,through eventually I don't know if
1145.159,4.4,anyone else can relate to this it's just
